ImgID,Quality,Country,Season,Variety,PlotSize_acres,EstimatedYieldKG,YieldPerAcre
id_13839255,2,Kenya,2018 LR,scduma43,0.25,,
id_13a4977c,,Rwanda,2015A,Unspecified local,0.098842,,
id_13b27f63,0,Kenya,2018 LR,scduma43,1.5,,
id_13b39d86,0,Kenya,2018 LR,h6213,0.2,,
id_13b9014e,0,Kenya,2018 LR,h614d h6213,1.25,,
id_13d21648,0,Kenya,2018 LR,h614d h6213,0.5,,
id_13d7fa7a,0,Kenya,2018 LR,h614d,0.75,,
id_13f3d1e9,1,Kenya,2018 LR,h6213,1,,
id_13f72172,0,Kenya,2018 LR,localmaize,0.3,,
id_1402c84a,,Rwanda,2015A,Unspecified selected,0.0247105,,
id_14097d6f,0,Kenya,2016 LR,Other_Hybrid,0.25,,
id_141dd9f2,0,Kenya,2016 LR,DK 8031,0.25,,
id_142a2067,0,Kenya,2018 LR,h614d,0.5,,
id_142c3511,0,Kenya,2018 LR,wh505,0.5,,
id_14306875,,Rwanda,2018A,h_628,0.1235525,,
id_1436d275,3,Kenya,2016 LR,Other_Hybrid,1,,
id_14427739,0,Kenya,2018 LR,h6213,0.5,,
id_1452094b,0,Kenya,2017 LR,Pioneer P3812W,0.8,,
id_1457d2bc,1,Kenya,2018 LR,h614d,0.5,,
id_145cfab0,,Rwanda,2018A,pan_4m21,0.1235525,,
id_145f4d6b,0,Kenya,2018 LR,H 6213,0.25,,
id_146171fa,0,Kenya,2018 LR,h614d wh505 localmaize,1.5,,
id_14625795,,Rwanda,2015B,PAN 4M21,0.3706575,,
id_146694f1,3,Kenya,2016 LR,DK 8031,0.25,,
id_146c6b92,0,Kenya,2016 LR,Local,0.25,,
id_1477adc5,0,Kenya,2018 LR,h6213,0.75,,
id_147c6c6c,0,Kenya,2018 LR,scduma43,0.25,,
id_147d8567,0,Kenya,2016 LR,PAN_691,0.5,,
id_1485291b,,Rwanda,2015A,Unspecified hybrid,0.0741315,,
id_149deb85,0,Kenya,2017 LR,H 6213,1,,
id_149fcfa1,0,Kenya,2018 LR,dk8031 otherhybrid,2,,
id_14a66d21,1,Kenya,2016 LR,H_614D,0.25,,
id_14a6b305,0,Kenya,2018 LR,h6213,0.5,,
id_14b570fb,0,Kenya,2018 LR,wh505,0.75,,
id_14d48f26,0,Kenya,2018 LR,pioneerp3812w,0.5,,
id_14e28aca,0,Kenya,2018 LR,localmaize,0.25,,
id_14e8d12e,0,Kenya,2016 LR,Local,0.15,,
id_14f2a7de,0,Kenya,2016 LR,DK_8031,0.125,,
id_14fdf693,0,Kenya,2016 LR,H 6213,0.2,,
id_150890d3,0,Kenya,2018 LR,wh505,0.4375,,
id_150e9c46,0,Kenya,2017 LR,H 6213,0.5,,
id_15331bfd,0,Kenya,2016 LR,H_614D,0.25,,
id_15438569,0,Kenya,2018 LR,h6213,0.1,,
id_15475cb0,0,Kenya,2018 LR,otherhybrid,0.75,,
id_154ef319,3,Kenya,2017 LR,Pioneer P3812W,0.5,,
id_1557277c,0,Kenya,2018 LR,localmaize,2,,
id_1588aa15,0,Kenya,2018 LR,h6213,0.5,,
id_158f0da9,,Rwanda,2015A,DK,0.3212365,,
id_15b5b4b4,0,Kenya,2018 LR,h614d localmaize,0.5,,
id_15cac80b,0,Kenya,2017 LR,WH 505,0.25,,
id_15d64ac7,2,Kenya,2018 LR,scduma43 localmaize,0.75,,
id_15ed0d53,0,Kenya,2016 LR,DK 8031,0.25,,
id_15f7ea93,1,Kenya,2018 LR,h6213 pan691,3,,
id_15f9046c,0,Kenya,2018 LR,localmaize,0.25,,
id_15fcd2de,,Rwanda,2015B,ZM607,0.148263,,
id_15fe501b,,Rwanda,2016B,nsp,1.9521295,,
id_160305e6,0,Kenya,2018 LR,scsimba61,0.25,,
id_16093502,0,Kenya,2018 LR,dk90-89,0.75,,
id_160dc721,0,Kenya,2017 LR,H 614D,0.25,,
id_1612e63a,0,Kenya,2018 LR,h614d,0.5,,
id_1616bc1e,,Rwanda,2015A,DK,0.148263,,
id_164a4bfb,,Rwanda,2018A,hybrid_unknown,0.1235525,,
id_165e43b6,,Rwanda,2018B,sc_637,0.2223945,,
id_1667bd2e,0,Kenya,2018 LR,localmaize,0.875,,
id_1670abfc,0,Kenya,2018 LR,localmaize,0.25,,
id_16985225,0,Kenya,2018 LR,h6213,1,,
id_169cc6f3,2,Kenya,2018 LR,h6213,0.5,,
id_169f9ae8,0,Kenya,2018 LR,wh505,0.25,,
id_16cdd07d,0,Kenya,2018 LR,scduma43,0.75,,
id_16d8ea34,1,Kenya,2018 LR,h6213,0.25,,
id_16e0cb70,2,Kenya,2016 LR,Local,0.25,,
id_16e812ef,,Rwanda,2016B,pan691,1.235525,,
id_16fbd565,1,Kenya,2018 LR,wh505,0.5,,
id_16fceab7,0,Kenya,2018 LR,h6213,0.25,,
id_1732356d,0,Kenya,2018 LR,h614d,1,,
id_173c1618,0,Kenya,2018 LR,wh505,0.75,,
id_1742faec,0,Kenya,2018 LR,h614d h6213,1.5,,
id_174aae65,0,Kenya,2018 LR,otherhybrid,0.2,,
id_17573399,0,Kenya,2016 LR,H_6213,0.25,,
id_1771a8f3,,Rwanda,2015B,NSP,0.0247105,,
id_17792620,0,Kenya,2018 LR,h614d,0.125,,
id_178379fe,,Rwanda,2015A,Unspecified OPV,0.6177625,,
id_178594c0,0,Kenya,2018 LR,h6213,0.75,,
id_17872147,3,Kenya,2018 LR,dk777,0.5,,
id_17878d5f,0,Kenya,2018 LR,localmaize,0.25,,
id_1788de26,0,Kenya,2018 LR,localmaize,0.25,,
id_17909c54,0,Kenya,2017 LR,H 6213,2,,
id_179a3de7,0,Kenya,2018 LR,h614d,0.5,,
id_17a9c069,0,Kenya,2018 LR,otherhybrid,0.5,,
id_17aabea8,2,Kenya,2018 LR,pan691,3.25,,
id_17bc5fc1,2,Kenya,2018 LR,wh505,1.5,,
id_17bcfad6,0,Kenya,2018 LR,wh505,0.25,,
id_17d44c8b,0,Kenya,2017 LR,H 6213,0.5,,
id_17d82210,0,Kenya,2018 LR,H 614D,0.25,,
id_17f164f1,0,Kenya,2018 LR,scduma43,0.25,,
id_180396f6,,Rwanda,2015A,Unspecified OPV,0.197684,,
id_180a2c44,1,Kenya,2018 LR,dk8031 scsimba61 localmaize,1,,
id_180e18d8,0,Kenya,2018 LR,h6213,0.25,,
id_181e3160,0,Kenya,2016 LR,Local,0.125,,
id_18374025,3,Kenya,2016 LR,Local,0.25,,
id_184bc7a4,0,Kenya,2017 LR,DK 8031,0.5,,
id_184c5422,0,Kenya,2018 LR,h614d,4.5,,
id_184defe7,0,Kenya,2018 LR,h6213,0.5,,
id_185d2928,0,Kenya,2018 LR,dk8031,1.5,,
id_18747fd2,0,Kenya,2018 LR,localmaize,0.1,,
id_189dde27,0,Kenya,2018 LR,otherhybrid,2,,
id_18c3519d,,Rwanda,2015A,Unspecified OPV,0.148263,,
id_18cb51b4,2,Kenya,2016 LR,Local,0.125,,
id_18cd7d95,0,Kenya,2017 LR,H 614D,0.25,,
id_18df3625,2,Kenya,2018 LR,h6213,0.5,,
id_18f158ce,0,Kenya,2016 LR,Other_Hybrid,0.5,,
id_18f5a226,0,Kenya,2018 LR,wh505,0.25,,
id_18f91ed1,0,Kenya,2018 LR,dk8031,1,,
id_18fccc69,0,Kenya,2018 LR,h614d,0.5,,
id_1929ba0e,0,Kenya,2018 LR,h6213,0.25,,
id_19316e50,0,Kenya,2016 LR,H 614D,0.25,,
id_193fc17d,0,Kenya,2016 LR,DK 8031,0.25,,
id_194026af,0,Kenya,2016 LR,SC DUMA 43,0.75,,
id_1947af52,0,Kenya,2018 LR,otherhybrid,0.75,,
id_194caf98,1,Kenya,2016 LR,H_6213,0.125,,
id_19555fac,0,Kenya,2017 LR,DK 8031,0.25,,
id_19567a24,0,Kenya,2018 LR,h6213,0.4,,
id_196edf3c,,Rwanda,2015B,PAN 4M21,0.03706575,,
id_19796684,0,Kenya,2018 LR,h6213,0.4,,
id_19845368,0,Kenya,2018 LR,h6213,0.6,,
id_19899217,0,Kenya,2018 LR,h6213 localmaize,0.5,,
id_198a92c7,,Rwanda,2015B,NSP,0.0197684,,
id_19926438,0,Kenya,2018 LR,h614d,1,,
id_199aed06,1,Kenya,2018 LR,h614d,0.25,,
id_19a43355,0,Kenya,2018 LR,h6213,1,,
id_19a80310,,Rwanda,2015A,DK,0.1235525,,
id_19bdcd5b,0,Kenya,2018 LR,otherhybrid,0.5,,
id_19cc90ca,0,Kenya,2018 LR,H 6213,0.5,,
id_19da3536,0,Kenya,2017 LR,H 6213,0.5,,
id_19e2d7a1,0,Kenya,2018 LR,wh505,1.5,,
id_19e5fa22,2,Kenya,2018 LR,localmaize,0.125,,
id_19efa9b4,0,Kenya,2018 LR,dk8031,0.25,,
id_19f839e0,1,Kenya,2018 LR,dk8031,0.5,,
id_19f97607,0,Kenya,2018 LR,h614d,1.75,,
id_1a1a02e9,1,Kenya,2016 LR,H_6213,1.25,,
id_1a1a8c6b,0,Kenya,2018 LR,wh505,2,,
id_1a1fff10,0,Kenya,2018 LR,h6213,0.25,,
id_1a26de64,1,Kenya,2016 LR,SC_DUMA_43,0.25,,
id_1a311bc5,0,Kenya,2018 LR,dk8031,0.5,,
id_1a321a6c,0,Kenya,2018 LR,h6213,0.125,,
id_1a359da1,0,Kenya,2017 LR,SC DUMA 43,1,,
id_1a4017e7,0,Kenya,2018 LR,dk8031,0.5,,
id_1a46a900,0,Kenya,2018 LR,localmaize,0.25,,
id_1a47ecad,0,Kenya,2018 LR,localmaize,0.25,,
id_1a5a5f2b,0,Kenya,2017 LR,SC Tembo 73,0.25,,
id_1a62b09d,,Rwanda,2015A,DK,0.1235525,,
id_1a63bdf5,0,Kenya,2018 LR,h6218,0.4,,
id_1a6811dc,0,Kenya,2017 LR,H 6213,0.25,,
id_1a7bed9b,,Rwanda,2015A,DK,0.247105,,
id_1a7dabe6,0,Kenya,2016 LR,H_6213,0.25,,
id_1a826661,1,Kenya,2018 LR,wh505,0.75,,
id_1a89d7b3,0,Kenya,2018 LR,sctembo73,0.5,,
id_1a8f54bd,,Rwanda,2018B,unknown,0.059305202,,
id_1a946c2d,0,Kenya,2018 LR,dk8031 localmaize,0.25,,
id_1aa610aa,1,Kenya,2018 LR,localmaize,0.5,,
id_1abae474,,Rwanda,2015B,NSP,0.11119725,,
id_1ac1051b,0,Kenya,2018 LR,scsimba61,2,,
id_1acb6f8d,1,Kenya,2018 LR,dk90-89,0.2,,
id_1acd7173,0,Kenya,2018 LR,h6213,1.1,,
id_1ad4edb0,,Rwanda,2015A,DK,0.098842,,
id_1ae28923,0,Kenya,2016 LR,H_6213,0.5,,
id_1ae53d90,0,Kenya,2018 LR,localmaize,0.5,,
id_1ae8d918,0,Kenya,2017 LR,DK 8031,0.5,,
id_1af0673c,,Rwanda,2015A,DK,0.148263,,
id_1af7e64a,0,Kenya,2017 LR,DK 8031,0.125,,
id_1b192a28,,Rwanda,2018A,opv_unknown,0.1235525,,
id_1b1b7ac0,,Rwanda,2017A,pan_4m21,0.1235525,,
id_1b1d578f,0,Kenya,2016 LR,SC_DUMA_43,0.75,,
id_1b2a23cd,0,Kenya,2018 LR,scpundamilia53,1,,
id_1b3a7d3e,0,Kenya,2018 LR,h614d,0.5,,
id_1b3e90d0,0,Kenya,2018 LR,h614d,2.5,,
id_1b4198b8,3,Kenya,2017 LR,H 614D,2,,
id_1b42b574,1,Kenya,2018 LR,WH 505,0.25,,
id_1b4a8a67,0,Kenya,2018 LR,h6213,1,,
id_1b50b9c3,0,Kenya,2018 LR,h614d localmaize,1,,
id_1b58e8b4,0,Kenya,2018 LR,scduma43,0.5,,
id_1b5c7f08,0,Kenya,2018 LR,pioneerp3812w,0.0625,,
id_1b6634dd,0,Kenya,2018 LR,otherhybrid,0.375,,
id_1b66d1ea,0,Kenya,2018 LR,dk8031,0.5,,
id_1b6a2fec,,Rwanda,2015A,Unspecified OPV,0.1235525,,
id_1b7a87c1,0,Kenya,2016 LR,Other_Hybrid,1.5,,
id_1b7d092b,1,Kenya,2018 LR,wh509 localmaize,0.25,,
id_1b7dbf2e,0,Kenya,2016 LR,H_614D,0.2,,
id_1b7fdac5,0,Kenya,2016 LR,H_6213,0.5,,
id_1b860e75,2,Kenya,2018 LR,dk8031,0.375,,
id_1baaffdd,0,Kenya,2017 LR,H 6213,0.25,,
id_1bb06af6,0,Kenya,2017 LR,DK 8031,0.5,,
id_1bbb6794,0,Kenya,2018 LR,scsimba61,0.25,,
id_1bc91858,0,Kenya,2018 LR,h6213,1.75,,
id_1bcd2494,,Rwanda,2015A,Pool 9A,0.049421,,
id_1bd6ed70,0,Kenya,2018 LR,wh505,0.5,,
id_1be52102,0,Kenya,2018 LR,localmaize,0.5,,
id_1bfe2d71,2,Kenya,2016 LR,SC_SIMBA_61,0.5,,
id_1c0316f9,0,Kenya,2017 LR,H 6213,0.125,,
id_1c1baa3d,0,Kenya,2017 LR,H 614D,0.0625,,
id_1c1bbd84,0,Kenya,2018 LR,localmaize,0.375,,
id_1c1ea58a,0,Kenya,2017 LR,WH 505,0.125,,
id_1c1f215a,1,Kenya,2016 LR,WH_505,0.25,,
id_1c2568e3,0,Kenya,2018 LR,h6218,0.75,,
id_1c3721e8,2,Kenya,2018 LR,otherhybrid,4,,
id_1c6e1d25,0,Kenya,2018 LR,h6213,0.25,,
id_1c739bf4,0,Kenya,2016 LR,H_6213,1,,
id_1c7e43d5,0,Kenya,2018 LR,scduma43,0.25,,
id_1c7e7d4e,0,Kenya,2018 LR,dk8031,0.5,,
id_1c80e834,0,Kenya,2018 LR,h614d,0.5,,
id_1c887d1d,1,Kenya,2018 LR,h6213,0.75,,
id_1c8dcbd9,0,Kenya,2016 LR,WH_505,0.5,,
id_1ca13347,0,Kenya,2017 LR,H 6213,0.25,,
id_1ca9f64e,3,Kenya,2018 LR,h6213,0.2,,
id_1caa1ded,0,Kenya,2018 LR,h6213,1,,
id_1cb10fe2,2,Kenya,2018 LR,h614d,0.25,,
id_1cc3df83,,Rwanda,2015A,Unspecified hybrid,0.0247105,,
id_1cdbfa41,0,Kenya,2017 LR,PAN 691,0.5,,
id_1cf35633,0,Kenya,2018 LR,wh505 localmaize,0.125,,
id_1d051661,0,Kenya,2018 LR,otherhybrid,0.5,,
id_1d0a4d23,0,Kenya,2018 LR,h6213,0.25,,
id_1d0e7e66,0,Kenya,2016 LR,Local,0.25,,
id_1d0fc241,,Rwanda,2018A,opv_unknown,0.1235525,,
id_1d1093cc,0,Kenya,2017 LR,H 6213,0.375,,
id_1d1ade72,0,Kenya,2018 LR,scpundamilia53,0.25,,
id_1d1de370,0,Kenya,2017 LR,DK 8031,0.25,,
id_1d279d2a,,Rwanda,2015A,Unspecified local,0.049421,,
id_1d2aca36,0,Kenya,2018 LR,h6213 otherhybrid localmaize,0.75,,
id_1d3ab8da,,Rwanda,2015B,NSP,0.098842,,
id_1d40c8ea,0,Kenya,2016 LR,Local,0.0625,,
id_1d50d1f9,0,Kenya,2018 LR,scsimba61,0.125,,
id_1d5db465,,Rwanda,2018B,opv_unk,0.1729735,,
id_1d600fa4,0,Kenya,2016 LR,DK 8031,1.5,,
id_1d602fcc,,Rwanda,2018A,pan_4m21,0.08648675,,
id_1d737640,,Rwanda,2015A,Unspecified local,0.049421,,
id_1d77a7eb,0,Kenya,2016 LR,WH_505,0.25,,
id_1dbdd34f,0,Kenya,2018 LR,h614d,1,,
id_1dc0886c,0,Kenya,2018 LR,h6213 h6218,2,,
id_1dcc3a4c,0,Kenya,2018 LR,localmaize,1,,
id_1dcfc385,,Rwanda,2018A,opv_unknown,0.1235525,,
id_1de3c5a9,0,Kenya,2018 LR,h614d,0.4,,
id_1df27f8f,0,Kenya,2018 LR,h614d otherhybrid,0.25,,
id_1dfcf731,,Rwanda,2015A,DK,0.0247105,,
id_1dfd5613,0,Kenya,2018 LR,scpundamilia53,0.5,,
id_1e0ad9a3,0,Kenya,2018 LR,h6213,0.5,,
id_1e0af611,0,Kenya,2018 LR,wh509,0.5,,
id_1e27c299,,Rwanda,2015A,Pool 9A,0.0247105,,
id_1e2cb7a7,0,Kenya,2018 LR,wh505,0.5,,
id_1e30607b,2,Kenya,2018 LR,wh509,0.25,,
id_1e479e64,0,Kenya,2017 LR,SC DUMA 43,0.5,,
id_1e494a18,0,Kenya,2018 LR,wh505,0.25,,
id_1e49abc5,0,Kenya,2018 LR,scpundamilia53,0.5,,
id_1e5ac3b7,0,Kenya,2018 LR,pn15,0.25,,
id_1e5e8f40,0,Kenya,2018 LR,h6213,1,,
id_1e6027b8,0,Kenya,2017 LR,DK 8031,0.25,,
id_1e8d49e1,,Rwanda,2015A,DK,0.148263,,
id_1e9742e2,0,Kenya,2018 LR,h6213,1,,
id_1ea429ba,0,Kenya,2017 LR,WH 509,0.5,,
id_1eadde49,0,Kenya,2016 LR,H 6213,0.25,,
id_1ec337e9,,Rwanda,2015A,DK,0.197684,,
id_1ede3144,1,Kenya,2018 LR,localmaize,0.25,,
id_1ede888e,1,Kenya,2018 LR,otherhybrid,1.5,,
id_1ee98ed9,0,Kenya,2018 LR,localmaize,0.5,,
id_1eed74a4,0,Kenya,2018 LR,h6213 otherhybrid,1,,
id_1ef9b9c4,0,Kenya,2018 LR,localmaize,0.25,,
id_1eff7cd0,0,Kenya,2018 LR,h6213,1,,
id_1f04c340,0,Kenya,2016 LR,Local,0.25,,
id_1f06e070,0,Kenya,2018 LR,dk8031,0.5,,
id_1f0990b5,0,Kenya,2018 LR,h6213,0.25,,
id_1f1b84fc,0,Kenya,2018 LR,dk8031 localmaize,0.75,,
id_1f1d6a90,0,Kenya,2018 LR,wh509,0.5,,
id_1f231cdd,0,Kenya,2018 LR,wh505,1,,
id_1f24a3af,0,Kenya,2018 LR,h614d,0.5,,
id_1f270895,,Rwanda,2015A,Unspecified local,0.0741315,,
id_1f2f3697,0,Kenya,2016 LR,WH_505,0.5,,
id_1f331963,0,Kenya,2018 LR,h6213,0.5,,
id_1f42a1e7,0,Kenya,2018 LR,scsimba61,2,,
id_1f44b75e,0,Kenya,2018 LR,pioneerp3812w,1,,
id_1f45f116,0,Kenya,2017 LR,H 6213,0.25,,
id_1f4aef9c,0,Kenya,2016 LR,Local,0.5,,
id_1f4bc53b,0,Kenya,2016 LR,Local,0.25,,
id_1f50d5c8,0,Kenya,2018 LR,scduma43,0.5,,
id_1f5448e8,0,Kenya,2018 LR,h6213,5,,
id_1f54a66d,0,Kenya,2018 LR,h6213 sctembo73 otherhybrid,4,,
id_1f5ae8f6,0,Kenya,2018 LR,localmaize,0.25,,
id_1f63c0c1,0,Kenya,2018 LR,h6213,0.25,,
id_1f668d14,1,Kenya,2018 LR,otherhybrid,0.75,,
id_1f7014f8,,Rwanda,2015A,DK,0.148263,,
id_1f727e4c,0,Kenya,2018 LR,h6213,0.95,,
id_1f746a87,0,Kenya,2017 LR,SC SIMBA 61,0.25,,
id_1f780bee,0,Kenya,2018 LR,pioneerp3812w,0.5,,
id_1f7ca815,0,Kenya,2018 LR,h6213,0.125,,
id_1f7dee7a,0,Kenya,2018 LR,pioneerp3812w localmaize,0.5,,
id_1f96b309,0,Kenya,2018 LR,wh505,0.5,,
id_1fa42f6f,0,Kenya,2018 LR,h6218,0.5,,
id_1fa6621f,0,Kenya,2016 LR,Local,0.25,,
id_1fabf192,0,Kenya,2018 LR,otherhybrid,0.5,,
id_1fad5f01,0,Kenya,2016 LR,H_6213,0.5,,
id_1fb696e0,,Rwanda,2015B,NSP,0.0741315,,
id_1fc9d3ff,0,Kenya,2018 LR,localmaize,0.0625,,
id_20021a48,1,Kenya,2018 LR,wh505,2,,
id_20029a6f,,Rwanda,2018A,unknown,0.1186104,,
id_2008a592,0,Kenya,2017 LR,DK 8031,0.5,,
id_20120a5d,0,Kenya,2016 LR,Local,0.5,,
id_2017fbdf,0,Kenya,2018 LR,scduma43 localmaize,0.5,,
id_203bb4c6,0,Kenya,2018 LR,h6218,0.125,,
id_203fe364,0,Kenya,2018 LR,wh505,0.25,,
id_20427ca9,,Rwanda,2015A,Maizone,0.0247105,,
id_2046d1eb,1,Kenya,2018 LR,localmaize,1,,
id_204acb49,0,Kenya,2018 LR,otherhybrid localmaize,0.5,,
id_205e2703,2,Kenya,2018 LR,h6213,0.5,,
id_207b1f8f,,Rwanda,2015B,PAN 4M21,0.098842,,
id_207b8a3a,0,Kenya,2017 LR,WH 505,0.5,,
id_207bc4f5,0,Kenya,2018 LR,scduma43,0.375,,
id_207e15ea,0,Kenya,2018 LR,h6218,0.75,,
id_2081f893,0,Kenya,2018 LR,h614d,0.5,,
id_2091d60a,0,Kenya,2018 LR,localmaize,0.75,,
id_209c63b1,0,Kenya,2018 LR,localmaize,0.5,,
id_209cf694,3,Kenya,2016 LR,WH 509,0.25,,
id_20a80b53,0,Kenya,2018 LR,h6213,1,,
id_20a9b6d9,3,Kenya,2016 LR,PN 15,0.5,,
id_20afe5ad,0,Kenya,2016 LR,Local,0.15,,
id_20beb43d,0,Kenya,2016 LR,SC_SIMBA_61,0.5,,
id_20cce1eb,0,Kenya,2018 LR,h614d,1.25,,
id_20ce04a4,0,Kenya,2018 LR,pan691,1,,
id_20d4aae7,3,Kenya,2017 LR,H 6213,0.5,,
id_20d816e3,,Rwanda,2015A,Maizone,0.098842,,
id_20da756f,0,Kenya,2018 LR,localmaize,0.25,,
id_20df1026,0,Kenya,2016 LR,H_614D,0.5,,
id_20e99a2c,0,Kenya,2017 LR,SC DUMA 43,0.5,,
id_20e9e844,2,Kenya,2016 LR,Local,3,,
id_20ee053b,0,Kenya,2017 LR,PAN 691,0.25,,
id_2107c625,0,Kenya,2018 LR,h614d,0.25,,
id_2112729d,3,Kenya,2016 LR,H_6213,0.5,,
id_212139a0,,Rwanda,2015A,Unspecified local,0.0247105,,
id_21297953,,Rwanda,2015B,PAN 4M21,0.197684,,
id_212c1851,,Rwanda,2015A,Pool 9A,0.049421,,
id_213aad4e,0,Kenya,2018 LR,h6213,1,,
id_214642d2,0,Kenya,2018 LR,pioneerp3812w,0.25,,
id_2147bfd7,0,Kenya,2018 LR,scpundamilia53,0.75,,
id_214fe7f7,0,Kenya,2016 LR,Local,0.5,,
id_2157b82a,0,Kenya,2016 LR,Local,0.0625,,
id_215c1673,0,Kenya,2017 LR,DK 8031,0.25,,
id_21872e8f,0,Kenya,2018 LR,otherhybrid localmaize,0.75,,
id_218f20d1,0,Kenya,2016 LR,Local,1,,
id_219012ec,0,Kenya,2018 LR,wh505,0.5,,
id_219a824a,0,Kenya,2017 LR,H 6213,0.25,,
id_21b53336,0,Kenya,2018 LR,h6213 otherhybrid,3,,
id_21be789c,0,Kenya,2018 LR,wh505 otherhybrid,1,,
id_21c677e0,0,Kenya,2018 LR,scsimba61 localmaize,1.125,,
id_21dbe6d7,2,Kenya,2018 LR,wh505,1,,
id_21e760f9,,Rwanda,2015B,PAN 4M21,0.098842,,
id_21fe6c12,0,Kenya,2018 LR,h614d,0.25,,
id_21ff77eb,0,Kenya,2018 LR,wh505,0.125,,
id_221c2233,0,Kenya,2017 LR,DK 8031,0.125,,
id_223f2e6e,0,Kenya,2018 LR,h6213,1,,
id_22441111,3,Kenya,2017 LR,SC DUMA 43,0.125,,
id_22442956,0,Kenya,2018 LR,dk8031,0.125,,
id_224a64ee,0,Kenya,2017 LR,H 6213,0.25,,
id_225aa85a,0,Kenya,2018 LR,wh505 localmaize,1.25,,
id_226b54cc,0,Kenya,2018 LR,h6213,0.5,,
id_227613cb,0,Kenya,2016 LR,DK_8031,0.5,,
id_22798040,0,Kenya,2018 LR,dk8031,0.5,,
id_227bd637,2,Kenya,2018 LR,pioneerp3812w,0.25,,
id_228dfd53,,Rwanda,2015A,DK,0.1729735,,
id_229d0cf7,0,Kenya,2018 LR,localmaize,0.125,,
id_22a8177b,,Rwanda,2017A,sc_637,0.1235525,,
id_22adbdfb,0,Kenya,2018 LR,pan691,0.25,,
id_22b42713,0,Kenya,2018 LR,dk8031,0.5,,
id_22ba275e,0,Kenya,2018 LR,h614d,0.5,,
id_22bf5935,3,Kenya,2018 LR,localmaize,1,,
id_22c07da1,0,Kenya,2016 LR,Local,0.5,,
id_22fb047a,0,Kenya,2017 LR,DK 8031,0.25,,
id_2304edc6,0,Kenya,2018 LR,h614d h6218,1,,
id_23150e66,0,Kenya,2018 LR,h614d,0.5,,
id_23162df0,0,Kenya,2018 LR,h6213,1,,
id_232c9da4,,Rwanda,2018A,pan_691,0.1235525,,
id_233d46dd,0,Kenya,2018 LR,otherhybrid,1.5,,
id_23404754,2,Kenya,2016 LR,H_6213,0.25,,
id_234110e3,2,Kenya,2016 LR,H_614D,0.5,,
id_234d5fb1,2,Kenya,2018 LR,h6218,1.25,,
id_235acd15,0,Kenya,2017 LR,PN 15,0.25,,
id_2363d425,0,Kenya,2018 LR,h6213,0.2,,
id_23703af4,0,Kenya,2018 LR,dk8031,1,,
id_237f0774,0,Kenya,2018 LR,otherhybrid,0.75,,
id_23916a5b,0,Kenya,2018 LR,wh505,2,,
id_239ae6b7,,Rwanda,2018A,hybrid_unknown,0.12108145,,
id_239f98fe,0,Kenya,2018 LR,h6213,1.5,,
id_23a00ffd,0,Kenya,2018 LR,scduma43,0.5,,
id_23acd8ea,0,Kenya,2018 LR,dk8031,0.75,,
id_23b7188e,0,Kenya,2018 LR,dk777,1,,
id_23b7b51a,0,Kenya,2018 LR,h614d,0.25,,
id_23ba62bd,3,Kenya,2018 LR,wh509,1,,
id_23c13b93,,Rwanda,2015A,DK,0.0741315,,
id_23c29f04,0,Kenya,2016 LR,Local,0.5,,
id_23ca3d50,0,Kenya,2018 LR,localmaize,0.5,,
id_23ce1c57,0,Kenya,2018 LR,dk777,0.25,,
id_23d7214e,0,Kenya,2018 LR,h614d,1.5,,
id_23e9cd90,0,Kenya,2018 LR,sctembo73,0.25,,
id_2408d8c1,0,Kenya,2016 LR,Local,0.25,,
id_241df5e1,0,Kenya,2018 LR,dk90-89,1,,
id_24230b51,0,Kenya,2018 LR,pn15 scsimba61,1.5,,
id_24247a6e,0,Kenya,2018 LR,h614d,0.5,,
id_242f7b77,0,Kenya,2018 LR,h6213,0.75,,
id_24484177,0,Kenya,2017 LR,SC DUMA 43,0.5,,
id_2465b89a,0,Kenya,2018 LR,h6213,0.75,,
id_246a6b96,2,Kenya,2016 LR,Other_Hybrid,0.5,,
id_246b0b05,0,Kenya,2018 LR,h6213,1,,
id_246b617f,0,Kenya,2018 LR,h6213,5,,
id_246d2d34,0,Kenya,2018 LR,wh505,0.5,,
id_24819a5a,,Rwanda,2018B,opv_unk,0.207568191,,
id_2487c0ab,0,Kenya,2018 LR,h614d,1.5,,
id_2495a4ea,,Rwanda,2015A,Unspecified selected,0.0741315,,
id_24bc0b1d,1,Kenya,2018 LR,dk8031 localmaize,1,,
id_24c6221e,0,Kenya,2018 LR,h6213,0.6,,
id_24c7a574,,Rwanda,2018B,opv_unk,0.247105,,
id_24ca42da,,Rwanda,2016B,pan4m21,0.3706575,,
id_24f8c911,0,Kenya,2018 LR,h6213,0.75,,
id_25118275,0,Kenya,2018 LR,wh505,2,,
id_25140aee,0,Kenya,2018 LR,dk8031,3,,
id_2515364f,0,Kenya,2018 LR,wh505,0.25,,
id_2519b40b,,Rwanda,2018A,pan_691,0.1186104,,
id_251e9073,,Rwanda,2015A,DK,0.098842,,
id_252e7b5b,1,Kenya,2017 LR,SC DUMA 43,0.5,,
id_25305973,0,Kenya,2018 LR,h6213,0.5,,
id_2544c9bb,3,Kenya,2018 LR,h6213,0.5,,
id_2546f17a,0,Kenya,2018 LR,wh509,1.5,,
id_254cda7e,0,Kenya,2018 LR,h614d,0.5,,
